Q12511	A0A087WUL8
Q8TGN5	P42684
P32191	P42694
Q05934	P42695
P53617	P42696
P36142	P42701
P32565	P42704
P31244	P42765
P49167	P42766
Q06541	P42773
P36094	P42858
Q08225	P42892
Q12004	P43005
P40467	P43034
P38274	P43115
P21592	P43119
P53061	P43220
P53742	P43243
P33441	P43246
Q12211	P43250
P46947	P43307
Q7LHD1	P43353
P25356	P43355
Q02932	P43357
Q04364	P43360
P53538	P43361
P28496	P43362
P46949	P43364
P53341	P43378
P31755	P43405
Q02608	P43487
Q05902	P43490
P53057	P43628
Q04964	P43681
P21243	P43686
P22141	P43694
P36080	P43699
P39974	P43897
P36516	P45880
Q06697	P45973
P32875	P45974
P11792	P45983
P34227	P45984
P07703	P46013
Q12350	P46059
P47771	P46060
P25379	P46063
P36520	P46087
P40155	P46098
P49956	P46100
P32366	P46108
P06784	P46109
P40576	P46199
P10614	P46379
P47057	P46459
P35127	P46527
P40356	P46531
P11433	P46734
P33310	P46736
Q04177	P46776
Q12176	P46777
Q05123	P46778
P15424	P46779
P38911	P46781
P42846	P46782
Q3E7Y3	P46783
P20448	P46821
Q12085	P46934
P10664	P46937
P38741	P46939
P21304	P46940
P43605	P46977
P53279	P47224
P40018	P47755
P53622	P47756
Q07798	P47775
P53844	P47813
P52911	P47871
P41058	P47914
P38325	P47929
Q05471	P47974
P38261	P47985
P25608	P48029
P40341	P48039
P38798	P48047
Q08992	P48051
P40416	P48059
P25376	P48165
Q06091	P48426
P07280	P48431
Q06385	P48444
P43612	P48552
Q12071	P48556
P40511	P48594
P20095	P48634
Q08746	P48643
Q12489	P48645
Q06704	P48651
P53238	P48681
P38292	P48723
P49955	P48729
P27514	P48730
P53207	P48735
Q12452	P48960
Q12204	P49006
P39987	P49023
P06367	P49116
Q08924	P49137
Q08683	P49184
P39110	P49190
P36533	P49207
P38869	P49257
P40994	P49286
P54791	P49321
P05030	P49327
P01098	P49336
P36141	P49356
P0C2J1	P49366
P38788	P49368
Q04178	P49406
Q07451	P49407
P07342	P49411
P53099	P49419
Q08963	P49427
P53102	P49447
Q3E7A7	P49450
P22434	P49454
Q07623	P49458
P46962	P49459
Q04792	P49588
P38315	P49589
P46681	P49591
P38236	P49639
P32830	P49641
P34251	P49642
P32568	P49674
P34241	P49711
P53219	P49715
P38687	P49720
Q12122	P49721
P53252	P49736
P54070	P49748
P24784	P49750
P38970	P49755
P39516	P49756
P40012	P49757
P08458	P49759
Q05942	P49760
P07264	P49761
P38304	P49768
P49435	P49770
Q04377	P49773
Q12284	P49790
Q06287	P49792
P54730	P49815
P32500	P49821
P22470	P49840
P32324	P49841
Q99278	P49848
Q9ZZX1	P49862
P25606	P49901
Q04052	P49902
P40030	P49915
P48582	P49916
Q12134	P49917
P36161	P49959
Q07791	P50148
P40516	P50213
Q04689	P50221
Q04264	P50222
P46951	P50395
Q06629	P50402
P47061	P50416
Q08914	P50452
P09032	P50454
Q12271	P50502
P12689	P50542
Q02196	P50548
P39708	P50552
P23201	P50570
Q03430	P50579
P25554	P50613
P40588	P50748
Q12460	P50750
Q02606	P50851
P40506	P50876
P38431	P50897
P50095	P50914
Q03761	P50990
P33299	P50991
P38777	P50995
P50623	P51114
P40075	P51116
Q12420	P51148
P25344	P51149
P40026	P51151
Q03483	P51153
P61829	P51451
P39524	P51531
P36036	P51571
P15731	P51572
P19145	P51587
Q08745	P51608
P53875	P51610
P40477	P51617
Q12192	P51636
Q12143	P51648
P39012	P51659
P24384	P51665
P07213	P51668
P43542	P51674
P38358	P51684
P0CE11	P51687
Q08957	P51692
P19524	P51784
P0CX21	P51798
Q03764	P51805
P48016	P51809
P23337	P51812
P07866	P51858
Q08743	P51946
Q06346	P51948
P53048	P51955
P04911	P51957
P22224	P51965
Q00723	P51970
P09436	P51991
P53686	P52198
P38068	P52209
Q02326	P52272
P27476	P52292
P04806	P52294
P40458	P52298
Q02574	P52306
Q03193	P52333
P32388	P52434
P30283	P52435
P18562	P52565
Q3E765	P52569
P21576	P52597
P32048	P52701
P23254	P52732
Q04162	P52735
P32645	P52739
P07807	P52756
P53192	P52788
Q3E846	P52789
Q3E828	P52797
Q01649	P52798
Q12177	P52799
Q12303	P52803
P40303	P52815
Q03530	P52888
Q02486	P52907
P39943	P52926
P53598	P52948
Q03654	P53007
P39081	P53041
Q12250	P53350
P04387	P53355
P40502	P53365
P50076	P53367
P53115	P53396
P0C2J4	P53597
P0CX11	P53611
P41901	P53618
P12385	P53621
P03876	P53667
P36126	P53675
P33550	P53680
P29703	P53701
P42838	P53803
P16658	P53804
P32316	P53985
P0CX66	P53990
Q08686	P53992
P24482	P53999
Q12033	P54098
P38989	P54105
P33330	P54132
P39954	P54136
P53727	P54198
Q04659	P54219
Q00955	P54252
Q12083	P54253
Q04182	P54259
P35723	P54274
P40543	P54289
P53217	P54577
P07259	P54578
P28743	P54619
P38753	P54646
P53278	P54652
P35193	P54707
P25441	P54709
P38166	P54725
P49704	P54727
P36135	P54760
P25596	P54764
Q12209	P54802
P53958	P54819
Q03083	P54829
P53541	P54849
P25381	P54852
P32466	P54886
P20107	P55000
Q08217	P55010
P53101	P55011
Q00362	P55036
P38821	P55040
P0C2H7	P55060
P33335	P55061
P04456	P55072
Q99325	P55075
P17629	P55081
P38073	P55082
Q02794	P55083
P28241	P55084
P08525	P55085
P37267	P55196
P39729	P55209
Q08689	P55265
P25044	P55268
P0CX74	P55273
P53054	P55316
P38305	P55317
P53121	P55327
Q12472	P55345
Q05900	P55735
Q04225	P55769
P50089	P55786
P25558	P55795
P15801	P55809
P07172	P55854
P38961	P55884
Q02969	P55899
P25360	P56134
P43568	P56180
Q07379	P56181
P39985	P56192
P43614	P56385
P28000	P56524
P35996	P56537
P32074	P56545
Q03920	P56945
P23644	P56962
Q01589	P57052
P35192	P57055
Q04110	P57058
Q06135	P57075
P38858	P57076
P36531	P57078
P03882	P57081
P87287	P57086
Q12515	P57088
P53318	P57105
P31374	P57678
Q03880	P57721
P35845	P57740
P36053	P58107
Q05776	P58317
P50107	P58340
Q01217	P58546
Q12398	P58557
Q06103	P58876
P25390	P59020
P38862	P59665
P40514	P59990
P39011	P59991
P38791	P59998
P34240	P60006
P40856	P60033
P11491	P60174
P53220	P60201
P15565	P60228
P40357	P60321
P40958	P60328
Q08409	P60331
P38987	P60369
P38298	P60370
P38307	P60371
P06245	P60409
P29469	P60410
P53012	P60411
P0CH08	P60468
P26321	P60484
P53729	P60510
Q03559	P60520
P50875	P60660
P04050	P60709
Q06406	P60842
Q04305	P60866
P38705	P60891
P32917	P60896
P48837	P60900
Q3E785	P60903
P02309	P60953
P38806	P60981
P25357	P61006
P39956	P61009
Q03049	P61011
P53731	P61019
Q06810	P61020
Q12160	P61024
P53953	P61026
P19807	P61073
Q04934	P61077
P0CX54	P61081
Q02831	P61086
P22203	P61088
P46971	P61106
P53206	P61158
P09547	P61160
P11938	P61163
P19358	P61201
P33307	P61218
Q12449	P61221
P13517	P61224
P43582	P61236
P32911	P61244
P40454	P61247
P40079	P61254
P07149	P61289
P47079	P61313
Q05468	P61326
P0CX29	P61353
P07263	P61421
P41809	P61457
P12687	P61513
P0CX39	P61586
Q03760	P61587
P39685	P61604
P38282	P61619
P43549	P61626
P20795	P61758
P46974	P61764
Q99222	P61803
P12685	P61923
Q08226	P61927
Q06525	P61956
P25378	P61960
P09624	P61962
Q12510	P61964
P15274	P61968
P53237	P61970
Q03973	P61978
P12962	P61981
P45820	P62070
P0CY09	P62072
P07249	P62079
Q07896	P62081
P07251	P62136
P40078	P62140
P32329	P62166
P38879	P62191
P53883	P62195
P05749	P62241
P40089	P62244
P53131	P62249
P11484	P62256
P17157	P62258
P43586	P62263
P0CX30	P62266
Q00416	P62269
Q12509	P62273
P28007	P62277
Q12024	P62280
P40858	P62304
Q12019	P62306
P03874	P62308
P28003	P62310
P40896	P62312
P47077	P62314
Q06679	P62316
P39715	P62318
P38345	P62330
P46674	P62333
P46990	P62424
P42841	P62487
P20449	P62491
P32377	P62495
P25630	P62502
P38801	P62633
O14455	P62701
P32476	P62714
P53337	P62736
Q08649	P62745
P53927	P62750
P23639	P62753
P61830	P62805
P19736	P62807
P38811	P62820
Q06205	P62826
P40070	P62829
P41834	P62834
Q03063	P62837
P38719	P62841
Q12339	P62847
P0CX51	P62851
P53063	P62854
P36056	P62857
P17890	P62861
P09232	P62873
Q12094	P62875
P00830	P62877
P40020	P62879
P40024	P62888
Q07648	P62891
P53145	P62899
P20434	P62906
P25555	P62910
Q04660	P62913
P0CX43	P62917
P32610	P62937
Q12525	P62942
Q06344	P62979
P40562	P62987
P00549	P62993
P32471	P62995
P38011	P63000
P34216	P63010
P53250	P63027
P40892	P63096
P10592	P63104
P38824	P63146
P38241	P63151
Q04307	P63162
P04786	P63165
P39013	P63167
P32604	P63172
P36525	P63173
P43593	P63208
P40538	P63218
P32529	P63220
P21771	P63241
P40010	P63244
P40548	P63261
P32598	P63279
P54837	P67775
P38737	P67809
P32781	P67812
P27692	P67870
P48510	P67936
Q04636	P68032
P40567	P68036
P40069	P68104
P50277	P68106
P20606	P68133
Q12142	P68363
P40073	P68366
P16140	P68371
P49334	P68400
P06105	P68431
Q04969	P68871
Q08438	P69905
P18634	P78316
P48589	P78317
P38859	P78318
Q12217	P78324
Q03855	P78332
P40038	P78337
Q06580	P78344
Q04711	P78346
P38934	P78347
P53073	P78352
P03881	P78356
P38247	P78358
Q04935	P78362
Q06321	P78368
P35177	P78371
P40585	P78385
Q06204	P78395
Q07508	P78406
P02381	P78410
Q03508	P78417
Q08692	P78423
P37299	P78424
P38129	P78527
P53921	P78563
Q08204	P80188
P42937	P80370
Q02554	P80723
Q04370	P81408
P27697	P81605
P53583	P81877
P38348	P82650
P47050	P82663
P26188	P82664
P53725	P82675
Q07953	P82912
P53096	P82914
P34230	P82930
Q12089	P82932
P46948	P82933
P25332	P82970
P26449	P82979
P0CT04	P83105
P0C2I4	P83111
P36517	P83731
P40489	P83881
P23594	P83916
P46989	P84022
P49573	P84077
P32642	P84085
P07991	P84090
P42945	P84095
P05738	P84098
Q12333	P84101
P38708	P84103
P36118	P84243
Q04013	P84996
P40066	P85037
P53179	P86478
P20133	P86479
Q04925	P86480
Q12116	P86481
Q99220	P86496
Q12471	P98082
P32566	P98153
Q07349	P98164
P38910	P98170
P40064	P98172
P39923	P98179
Q08579	P98194
Q03687	P99999
P32468	Q00005
Q03503	Q00013
P38199	Q00059
Q12213	Q00325
P38691	Q00341
P38352	Q00403
Q12743	Q00526
P40956	Q00534
Q05933	Q00535
P36172	Q00536
Q08687	Q00577
P39991	Q00587
P25653	Q00597
Q08601	Q00610
P16387	Q00613
P32945	Q00653
P00572	Q00688
P20486	Q00765
Q3E811	Q00796
P39935	Q00839
P11076	Q00987
P32494	Q01081
P07560	Q01082
P21375	Q01085
P42938	Q01094
P18888	Q01105
P48361	Q01130
P21538	Q01167
P53197	Q01196
P32903	Q01344
P32378	Q01433
P53223	Q01453
Q06680	Q01469
P54785	Q01518
Q03029	Q01523
Q12520	Q01524
P25657	Q01546
P38967	Q01581
Q07824	Q01628
P53759	Q01650
P40036	Q01664
Q12009	Q01780
Q03516	Q01804
P40368	Q01813
P39926	Q01814
Q03612	Q01831
P26783	Q01844
P17121	Q01850
P53253	Q01860
P03962	Q01968
Q2V2P1	Q01970
P32335	Q01974
Q12316	Q02040
Q12411	Q02083
Q12468	Q02156
P35736	Q02218
Q04217	Q02241
P53088	Q02297
Q06822	Q02363
P38324	Q02410
P40072	Q02413
Q08236	Q02487
P48234	Q02539
P25582	Q02543
P32354	Q02750
Q12028	Q02790
P25451	Q02809
Q3E7A5	Q02818
Q08965	Q02878
P38786	Q02880
P36016	Q02930
P25355	Q02952
P54861	Q02978
P25336	Q03001
Q3E7Z5	Q03111
P0CX27	Q03112
P53148	Q03135
P46676	Q03164
Q07684	Q03181
P54839	Q03252
Q12057	Q03405
Q12036	Q03431
P36009	Q03468
Q01896	Q03518
P40033	Q03701
P40463	Q03989
P25343	Q04206
P14682	Q04323
Q06678	Q04637
Q08144	Q04695
P47095	Q04721
Q12292	Q04724
P39531	Q04726
P39713	Q04760
P12695	Q04837
P43555	Q04864
P36012	Q04917
P38336	Q04941
P38867	Q05048
P04802	Q05086
P33315	Q05193
P41921	Q05209
P08678	Q05397
P40494	Q05513
Q08229	Q05516
P53978	Q05519
Q02785	Q05639
P36059	Q05655
P29453	Q05682
P35195	Q05707
P32464	Q05940
P38615	Q06124
P47065	Q06136
P53122	Q06187
P36123	Q06210
Q03774	Q06265
Q12309	Q06323
P53879	Q06330
P38604	Q06418
Q07540	Q06455
P40510	Q06481
P05150	Q06546
P36114	Q06587
P53298	Q06609
Q01329	Q06787
P54114	Q06830
Q12185	Q07001
Q06315	Q07002
P0CX49	Q07020
P17214	Q07021
P20967	Q07065
P53184	Q07157
P33323	Q07325
Q12505	Q07627
Q02948	Q07666
P14065	Q07812
P51862	Q07817
P53177	Q07820
Q03219	Q07864
P11632	Q07866
Q12482	Q07912
P40106	Q07954
P53221	Q07955
P39944	Q07960
Q3E793	Q08043
P38766	Q08050
Q04697	Q08117
Q03957	Q08170
Q2V2P6	Q08174
P53265	Q08188
P24868	Q08209
Q08096	Q08211
P40015	Q08345
P46954	Q08378
Q00772	Q08379
Q03769	Q08380
P41913	Q08426
P40188	Q08554
Q03180	Q08752
P0CD90	Q08830
P0CX82	Q08945
Q07748	Q08AD1
P38042	Q08AM6
Q03201	Q08J23
Q07788	Q09019
P02557	Q09028
P32832	Q09161
P32905	Q09472
P09457	Q09666
P21147	Q0VD86
P35995	Q0VDF9
P23179	Q0VG06
P53059	Q0ZGT2
P53752	Q10471
P13663	Q10567
Q04958	Q10570
Q03337	Q10713
P38308	Q12756
P32806	Q12769
Q12674	Q12770
P53334	Q12772
P33751	Q12788
P00931	Q12789
P53893	Q12792
P38115	Q12797
P40014	Q12800
P42946	Q12805
P39520	Q12824
P41910	Q12830
P38116	Q12834
P32768	Q12837
P32626	Q12841
P53312	Q12846
Q05543	Q12849
Q12260	Q12851
P39563	Q12872
P38333	Q12873
Q02908	Q12874
P40957	Q12888
P36096	Q12891
P25046	Q12899
Q03782	Q12904
Q12754	Q12905
P36160	Q12906
P03873	Q12907
P34161	Q12923
P48412	Q12926
Q06063	Q12929
P36037	Q12948
P36095	Q12952
P32559	Q12955
P11412	Q12959
P53107	Q12962
Q05778	Q12965
P47183	Q12972
Q04344	Q12981
P08432	Q12983
P0CX25	Q12986
Q04471	Q12996
Q06098	Q13009
P21734	Q13011
P39083	Q13021
P53038	Q13033
P43601	Q13042
Q03081	Q13043
Q02950	Q13045
P30624	Q13049
P32785	Q13057
P33328	Q13064
Q12154	Q13077
P53861	Q13084
Q03010	Q13085
P39004	Q13098
Q04409	Q13107
Q04673	Q13111
P41338	Q13112
P23500	Q13113
Q03697	Q13114
P32769	Q13115
Q04213	Q13123
Q07986	Q13126
P13711	Q13127
P38250	Q13131
P41903	Q13136
P49018	Q13137
P20438	Q13144
Q03690	Q13148
P14063	Q13151
Q12387	Q13153
P22202	Q13155
P42939	Q13158
P53331	Q13162
Q12273	Q13163
Q12415	Q13164
P89102	Q13177
P33417	Q13185
P54860	Q13190
P39078	Q13200
P47024	Q13206
Q05497	Q13214
P39684	Q13216
Q12431	Q13217
P38300	Q13227
Q12334	Q13228
P40552	Q13232
P13099	Q13233
P53951	Q13241
P0CX52	Q13242
P05739	Q13243
P25359	Q13247
P25333	Q13257
P38701	Q13263
P46946	Q13277
P0C0W9	Q13283
P53198	Q13286
P40021	Q13287
Q02205	Q13291
P36132	Q13296
P47093	Q13304
P38131	Q13308
P13574	Q13309
P40160	Q13310
P22515	Q13315
Q04233	Q13322
P33306	Q13323
P33419	Q13330
P39928	Q13332
P46784	Q13347
Q12527	Q13363
Q12079	Q13370
Q04806	Q13371
Q03630	Q13387
P22148	Q13393
P47011	Q13404
P28240	Q13405
P40157	Q13409
Q03796	Q13416
P32569	Q13418
P11075	Q13422
P53301	Q13423
P53326	Q13425
Q06624	Q13426
Q03214	Q13427
P03965	Q13428
P40474	Q13432
Q07959	Q13433
P53163	Q13435
P32828	Q13438
P38429	Q13439
Q03829	Q13442
Q03557	Q13443
Q05027	Q13451
Q12463	Q13459
P50087	Q13464
P20051	Q13469
Q06490	Q13480
P38822	Q13485
P0C2H8	Q13489
P36047	Q13490
P38439	Q13492
Q12692	Q13501
P25349	Q13503
P31377	Q13505
P32364	Q13509
Q12254	Q13510
P05986	Q13520
P25617	Q13523
P53141	Q13526
P47988	Q13546
P10081	Q13547
Q06644	Q13554
Q06407	Q13555
Q12305	Q13557
Q04598	Q13561
Q2V2P2	Q13564
Q12000	Q13573
P30606	Q13576
P42941	Q13586
Q06090	Q13595
P41318	Q13596
Q07915	Q13601
Q07930	Q13610
P10863	Q13613
Q12088	Q13616
P36005	Q13617
P39526	Q13618
P21965	Q13619
P17255	Q13620
Q03441	Q13625
P32457	Q13627
P22517	Q13635
Q08548	Q13642
Q06839	Q13643
P48564	Q13671
P06115	Q13683
P03879	Q13705
Q03771	Q13724
P41930	Q13751
Q04004	Q13769
P39102	Q13794
Q04195	Q13813
P51401	Q13823
P43600	Q13829
Q12029	Q13835
Q03497	Q13838
P53008	Q13867
P18898	Q13868
Q12182	Q13882
P00817	Q13885
P20436	Q13895
P53901	Q13948
P38158	Q13951
P38238	Q13952
P32874	Q14004
Q12127	Q14005
Q08179	Q14008
Q12453	Q14011
P53907	Q14012
P12954	Q14103
P13382	Q14108
P43591	Q14112
P53081	Q14118
Q06702	Q14119
P80210	Q14126
Q99234	Q14129
Q08921	Q14134
P25846	Q14137
P36093	Q14139
P36157	Q14142
P47176	Q14145
P31116	Q14151
Q12220	Q14152
P25039	Q14155
Q12494	Q14157
P32623	Q14161
Q04533	Q14166
P32601	Q14181
Q03677	Q14186
P40482	Q14192
P20134	Q14194
P0CX40	Q14197
P40345	Q14201
P47046	Q14202
Q12343	Q14203
P10964	Q14204
Q03361	Q14232
P21957	Q14240
P25588	Q14241
P38205	Q14244
P39929	Q14247
P35182	Q14254
P30656	Q14257
P00942	Q14258
Q04338	Q14315
Q12402	Q14318
P33421	Q14344
P53171	Q14393
Q06078	Q14416
P27801	Q14442
P38754	Q14444
P35727	Q14451
Q07794	Q14457
P43587	Q14494
P38764	Q14498
Q06466	Q14511
P40470	Q14512
P47088	Q14517
Q07589	Q14525
Q08925	Q14527
P53929	Q14554
P38888	Q14558
P49089	Q14562
P38930	Q14566
P53918	Q14573
P41695	Q14592
Q03619	Q14596
P17898	Q14627
Q04748	Q14651
P0CX64	Q14653
P34253	Q14657
P21560	Q14669
Q07951	Q14671
P47054	Q14676
Q12109	Q14677
P43560	Q14680
Q3E705	Q14683
P32501	Q14684
Q00381	Q14686
P38796	Q14687
P53866	Q14690
P33314	Q14692
Q08964	Q14694
P28006	Q14696
P46956	Q14697
Q02046	Q14738
P23724	Q14739
P48239	Q14746
P32873	Q14764
P38145	Q14766
Q01926	Q14767
P40579	Q14781
P22108	Q14789
P29461	Q14790
P40051	Q14802
P36163	Q14807
Q06339	Q14839
P38165	Q14847
Q3E742	Q14849
Q08045	Q14872
Q03153	Q14966
Q04121	Q14973
P14832	Q14974
P23615	Q14978
Q12263	Q14980
P40544	Q14997
P40693	Q14999
Q03096	Q14BN4
P54781	Q14C86
Q08491	Q14CZ0
P53251	Q15003
Q06593	Q15005
P38991	Q15006
P38804	Q15007
Q07362	Q15008
P35734	Q15014
P39927	Q15019
P36526	Q15020
P38781	Q15021
P04037	Q15022
P06781	Q15024
P0CX47	Q15025
P35997	Q15029
P0CX22	Q15031
P38703	Q15038
P21264	Q15041
P19262	Q15046
P32486	Q15047
P0CX85	Q15050
Q99190	Q15051
P38731	Q15052
Q07793	Q15056
P33416	Q15058
P33420	Q15059
Q3E7B6	Q15067
P40347	Q15070
Q3E6R4	Q15072
P40105	Q15075
P32562	Q15077
P41895	Q15084
P41546	Q15118
P46961	Q15125
P40207	Q15126
P32797	Q15139
Q12114	Q15149
P06777	Q15155
P40215	Q15165
P25612	Q15170
P22936	Q15181
P33334	Q15185
P53917	Q15208
P38144	Q15233
P36077	Q15256
P11972	Q15262
Q06107	Q15269
Q06524	Q15274
P10834	Q15276
P53728	Q15286
P36022	Q15287
P40535	Q15291
P06701	Q15293
P43636	Q15303
P21268	Q15311
P38622	Q15323
P53964	Q15334
P26263	Q15363
P25293	Q15365
P38902	Q15366
P48415	Q15369
P38838	Q15370
P30605	Q15375
P25577	Q15382
P53732	Q15386
P14066	Q15388
Q03900	Q15392
P22216	Q15393
P38803	Q15397
P33331	Q15418
P36121	Q15424
P53971	Q15427
Q07897	Q15428
P40449	Q15434
P18408	Q15435
P53860	Q15436
P08465	Q15437
P22082	Q15459
Q03823	Q15477
P43563	Q15517
P53963	Q15545
P38064	Q15554
P53943	Q15555
P40202	Q15560
Q8TGS2	Q15561
P20052	Q15562
Q08220	Q15572
P16522	Q15599
Q12235	Q15628
P48526	Q15631
P53885	Q15633
P37291	Q15637
P53892	Q15642
Q99383	Q15645
Q6Q547	Q15646
P36100	Q15650
P38797	Q15654
P17967	Q15669
P25615	Q15678
P53549	Q15691
P50080	Q15714
P39522	Q15717
P32564	Q15738
P36152	Q15742
P38207	Q15746
P16603	Q15750
P17122	Q15751
P32336	Q15758
Q99312	Q15773
P40354	Q15776
P53615	Q15785
P18900	Q15788
P25367	Q15796
P18494	Q15797
P25370	Q15800
P38555	Q15811
Q12198	Q15818
P41902	Q15819
Q02725	Q15831
Q3E736	Q15833
P32801	Q15834
Q12335	Q15836
P53076	Q15843
P43545	Q15848
P38635	Q15884
P40446	Q15904
Q08474	Q15906
P38349	Q15907
Q12389	Q15910
P40008	Q15915
P09201	Q15942
P53174	Q16082
P38768	Q16181
P53724	Q16186
P53083	Q16204
Q12361	Q16236
P16892	Q16254
P46985	Q16288
Q06510	Q16352
P53324	Q16401
P42843	Q16512
P10507	Q16513
Q03446	Q16514
P53843	Q16526
P39077	Q16531
P46151	Q16537
P26637	Q16539
P11325	Q16540
P32589	Q16543
P07267	Q16555
Q03661	Q16576
P18410	Q16581
P38335	Q16585
Q06623	Q16586
Q12092	Q16594
P19516	Q16610
P38356	Q16623
Q06820	Q16625
Q02204	Q16629
P04449	Q16630
P39540	Q16635
P45978	Q16637
P12709	Q16643
P53292	Q16658
P46655	Q16659
P48562	Q16665
P05317	Q16666
P48362	Q16695
Q12074	Q16718
P53329	Q16720
P46987	Q16740
P40218	Q16763
Q04149	Q16777
P32581	Q16778
P30657	Q16795
Q12140	Q16822
Q12184	Q16825
P22135	Q16827
P22855	Q16828
Q6B2U8	Q16831
P38077	Q16832
Q12691	Q16849
P40987	Q16850
Q06469	Q16851
P38337	Q16854
Q04629	Q16864
Q08232	Q16880
P53839	Q16881
P41810	Q16891
P38962	Q17RB8
Q03718	Q1A5X7
P32767	Q1ED39
P26785	Q1KMD3
P32901	Q24JP5
Q03435	Q27J81
Q08580	Q29983
P40013	Q29RF7
P53266	Q2HXU8
P38772	Q2KHN1
P35209	Q2KHT3
P08593	Q2M1P5
Q12241	Q2M329
P25334	Q2M389
P53743	Q2NL82
P46675	Q2T9L4
P40975	Q2TAC2
P40563	Q2TAL8
P39683	Q2TAY7
P40159	Q2TBE0
P38235	Q2WGJ6
P01119	Q30201
P36159	Q32MZ4
Q08032	Q32NC0
P47166	Q32P28
P38113	Q32P51
P18411	Q38SD2
Q08912	Q3B7T1
P38071	Q3B820
Q6Q5X2	Q3KNV8
P47029	Q3KNW5
P38197	Q3KP44
P38331	Q3KPI0
P40053	Q3KQU3
P38885	Q3LI64
Q04201	Q3LI66
P43565	Q3LI67
P42884	Q3LI70
Q12392	Q3LI72
Q12424	Q3LI76
P33300	Q3LXA3
Q07923	Q3MHD2
P0CX10	Q3MIR4
P53942	Q3MIW9
P04817	Q3SXY8
P48566	Q3SY00
P40452	Q3SY46
P28791	Q3SYF9
P53847	Q3V5L5
P15496	Q3V6T2
P31386	Q3YEC7
P53962	Q3ZAQ7
P33400	Q3ZCM7
P07806	Q3ZCQ8
Q07904	Q401N2
P46670	Q495W5
P32608	Q49A26
P42940	Q49AN0
P47053	Q4G0F5
P0CG63	Q4G0J3
Q8TGQ7	Q4G148
P40344	Q4KMG9
Q04898	Q4KMQ2
P42936	Q4KMZ8
Q04082	Q4LDR2
P38742	Q4LE39
P38732	Q4U2R6
P47113	Q4V328
P29547	Q4VCS5
Q06199	Q4ZIN3
P41811	Q504T8
P25346	Q504Y0
Q05979	Q52LG2
Q07949	Q53EL6
P53730	Q53EP0
I2HB70	Q53EQ6
P40094	Q53EZ4
P52892	Q53F19
Q06636	Q53F39
P38716	Q53FD0
Q12272	Q53G59
Q12275	Q53GQ0
P0CF33	Q53GS7
P38810	Q53GS9
P41812	Q53GT1
P47818	Q53H12
Q08777	Q53H82
Q05610	Q53H96
P47118	Q53HC5
Q3E774	Q53HC9
P38374	Q53HL2
P47099	Q53R41
P09937	Q53RE8
P0CE85	Q53TS8
P22219	Q562R1
P32643	Q567U6
Q03714	Q58EX7
Q12186	Q58FF3
P38257	Q58FF6
P47043	Q58FF7
P38887	Q58FF8
Q04930	Q58FG0
P41818	Q58FG1
P35719	Q58WW2
P38756	Q5BJD5
Q08650	Q5BJF2
P43497	Q5BJH2
P01149	Q5BKX5
P32342	Q5BKZ1
Q04477	Q5BVD1
P40023	Q5C9Z4
P36169	Q5D862
Q12476	Q5H9R7
Q02771	Q5HYA8
P0CD99	Q5HYI8
Q03792	Q5HYJ3
P14922	Q5J8M3
P38813	Q5J8X5
P34244	Q5JR59
Q12328	Q5JRA6
P53852	Q5JRX3
P39996	Q5JST6
Q07804	Q5JSZ5
P53632	Q5JTH9
Q07395	Q5JTV8
P13483	Q5JTW2
Q03941	Q5JTY5
Q03125	Q5JTZ9
P25372	Q5JUK2
Q08214	Q5JVL4
Q04089	Q5JVS0
P01123	Q5JX71
P38523	Q5JXX7
P40367	Q5K4L6
Q04429	Q5M775
P50113	Q5MJ10
Q12300	Q5PSV4
P00635	Q5QGT7
P38750	Q5QJE6
P41939	Q5QNW6
P43544	Q5QP82
P25042	Q5RKV6
P38124	Q5RL73
P33895	Q5S007
P53394	Q5SNT2
P43619	Q5SR56
Q03208	Q5SRE5
P05694	Q5SSJ5
P53316	Q5SW79
P53209	Q5SWX8
P0CX20	Q5SY16
Q12455	Q5SZD1
Q04216	Q5T160
Q99248	Q5T1M5
P32528	Q5T200
P43682	Q5T3F8
Q06835	Q5T3I0
P15700	Q5T3J3
Q04411	Q5T447
P30620	Q5T4B2
P38132	Q5T4S7
P21595	Q5T5A8
Q03264	Q5T5U3
P32644	Q5T653
Q02516	Q5T6F2
P39962	Q5T700
P32368	Q5T749
P43571	Q5T751
Q04341	Q5T752
P25610	Q5T753
Q12362	Q5T754
P38870	Q5T7M9
Q12138	Q5T7P2
P00912	Q5T7P3
P47039	Q5T7P8
Q07879	Q5T7V8
P80235	Q5T8P6
P34226	Q5T9A4
P38140	Q5TA45
Q08485	Q5TA76
P34224	Q5TA78
P53938	Q5TA79
P25591	Q5TA81
Q3E824	Q5TA82
P25045	Q5TAQ9
P07390	Q5TB80
P32527	Q5TC82
Q12734	Q5TCM9
P41817	Q5TCX8
P47086	Q5TCZ1
P38757	Q5TD97
Q03465	Q5TDH0
P33412	Q5TEC6
P13712	Q5TGI0
P38290	Q5TGU0
P30777	Q5TKA1
Q04406	Q5VIR6
Q06150	Q5VSL9
P04803	Q5VT25
Q05874	Q5VT52
P53906	Q5VTD9
P22516	Q5VTE0
Q3E834	Q5VTL8
P54786	Q5VTR2
P24814	Q5VU43
P38892	Q5VUA4
P21372	Q5VV17
P47161	Q5VV41
P53200	Q5VV42
